WS-#,Site,Time,Date,pH,Notes,Type,deep C screen,Na-MP,Na mg/L,Mg-MP,Mg mg/L,Al-MP,Al mg/L,Si-MP,Si mg/L,P-MP,K-MP,K mg/L,Ca-MP,Ca mg/L,Mn-MP,Mn mg/L,Fe-MP,Fe mg/L,Zn-MP,Rb-MP,Sr-MP,Ba-MP,Pb-MP,F mg/L,Cl mg/L,NO3 mg/L,SO4 mg/L,DOC mg/L,TDN mg/L,NH4 mg N/L,Alm mg/L,Alo mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,I6P2,,1-Apr-13,5.31,,S4,,,0.54,,0.13,,0.43,,3.14,,,0.15,,0.55,,0.01,,0.02,,,,,,0.02,0.24,0.10,1.26,5.09,0.17,0.003,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,JD14P1,10:10,11-Mar-13,4.37,250 ml,S4,,0.77,0.74,0.13,0.13,1.47,1.53,2.71,2.98,,0.03,0.02,0.48,0.32,0.01,0.01,0.05,0.07,,0.00,0.01,0.04,,0.08,0.32,13.86,1.34,2.93,3.22,0.013,1.010,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,JD14P1,11:00,13-Mar-13,4.34,350 ml,S4,,0.77,0.72,0.12,0.11,1.44,1.41,3.00,3.03,,0.01,0.01,0.26,0.27,0.01,0.01,0.06,0.06,,0.00,0.00,0.03,,0.06,0.39,12.60,1.42,3.09,2.89,0.003,0.999,0.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,JD14P1,,27-Mar-13,4.34,,S4,,,0.73,,0.12,,1.48,,3.17,,,0.09,,0.28,,0.01,,0.07,,,,,,0.06,0.35,11.17,1.22,3.35,2.83,0.003,1.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,JD14P1,,1-Apr-13,4.47,,S4,,,0.58,,0.08,,1.06,,2.23,,,0.00,,0.21,,0.01,,0.07,,,,,,0.08,0.34,7.44,1.46,3.33,1.79,0.003,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,JD14P2,10:10,11-Mar-13,4.77,150 ml,S4,,0.71,0.65,0.07,0.07,0.63,0.62,1.41,1.53,,0.02,0.02,0.54,0.21,0.01,0.01,0.01,0.02,,0.00,0.00,0.02,,0.07,0.59,3.45,2.04,2.07,0.95,0.025,0.519,0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,JD14P2,11:00,13-Mar-13,4.81,350 ml,S4,,0.69,0.63,0.07,0.06,0.68,0.63,1.45,1.46,,0.02,0.02,0.19,0.19,0.01,0.01,0.00,0.02,,0.00,0.00,0.01,,0.06,0.59,3.44,1.98,1.65,0.88,0.003,0.565,0.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,JD14P2,,27-Mar-13,4.81,,S4,,,0.69,,0.08,,0.72,,1.63,,,0.03,,0.22,,0.01,,0.02,,,,,,0.06,0.46,4.23,1.75,1.53,1.02,0.003,0.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,JD14P2,,1-Apr-13,4.84,,S4,,,0.72,,0.08,,0.73,,1.62,,,0.03,,0.23,,0.01,,0.02,,,,,,0.05,0.46,4.05,1.63,1.49,0.99,0.003,0.621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,K8P1,11:30,11-Mar-13,4.96,80 ml,S4,,0.47,0.51,0.08,0.09,0.67,0.81,3.33,4.14,,0.01,0.01,0.57,0.75,0.00,0.01,0.05,0.06,,0.00,0.01,0.01,,0.06,0.29,0.00,2.53,7.05,0.19,0.003,0.426,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,K8P1,12:35,13-Mar-13,5.00,300 ml,S4,,0.47,0.47,0.09,0.09,0.79,0.84,3.55,4.12,,0.01,0.01,0.60,0.68,0.00,0.01,0.04,0.05,,0.00,0.01,0.01,,0.04,0.35,0.05,2.70,6.67,0.19,0.007,0.480,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,K8P1,,27-Mar-13,5.08,,S4,,,0.32,,0.06,,0.52,,2.30,,,0.04,,0.46,,0.01,,0.02,,,,,,0.03,0.52,0.07,2.24,6.49,0.23,0.005,0.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,K8P1,,1-Apr-13,5.04,,S4,,,0.50,,0.10,,0.85,,3.86,,,0.00,,0.74,,0.01,,0.04,,,,,,0.02,0.52,0.11,2.42,6.70,0.20,0.003,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,K8P1,,11-Apr-13,,,S4,,,0.48,,0.09,,0.95,,2.78,,,0.05,,0.65,,0.01,,0.06,,,,,,0.02,0.27,0.06,2.16,7.82,0.21,0.003,0.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,K8P1,,25-Jun-13,5.08,,S4,,0.56,,0.09,,1.22,,2.27,,,0.01,,0.71,,0.00,,0.08,,,0.00,0.01,0.01,,0.02,0.28,0.01,0.60,10.68,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,K8P1,,28-Jun-13,5.03,,S4,,0.44,,0.07,,0.95,,1.76,,,0.02,,0.55,,0.00,,0.06,,,0.00,0.01,0.01,,0.01,0.25,0.00,0.51,11.06,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,K8P1,14:25,7-Nov-13,5.09,Slightly FROZEN on arrival.  Used SUPER cold pack -23 C.,S4,,,0.50,,0.06,,1.00,,2.89,,,0.05,,0.55,,0.01,,0.07,,,,,,0.02,0.46,0.03,0.53,10.07,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,K8P1,,4-Jun-14,5.00,,S4,,,0.49,,0.09,,0.83,,2.58,,,0.06,,0.66,,0.01,,0.05,,,,,,0.05,0.65,0.00,0.76,8.72,0.28,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,K8P1,,5-Jun-14,5.14,,S4,,,0.48,,0.09,,0.87,,2.51,,,0.05,,0.67,,0.01,,0.05,,,,,,0.04,0.67,0.00,0.71,8.55,0.23,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,K8P1,13:45,16-Jul-14,5.11,,S4,,,0.44,,0.08,,0.96,,2.46,,,0.02,,0.65,,0.01,,0.06,,,,,,0.03,0.47,0.00,0.62,10.19,0.30,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2671,K8P1,10:30,23-Sep-14,6.21,,S4,,,0.39,,0.06,,0.84,,2.34,,,0.01,,0.53,,0.01,,0.06,,,,,,0.03,0.35,0.01,0.22,9.36,0.25,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,K8P2,11:30,11-Mar-13,5.27,150 ml,S4,,1.85,0.81,0.29,0.13,0.32,0.15,4.58,2.43,,0.25,0.10,0.92,0.49,0.00,0.01,0.04,0.02,,0.00,0.01,0.01,,0.05,0.29,0.00,2.54,2.53,0.08,0.003,0.073,0.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,K8P2,12:35,13-Mar-13,5.31,300 ml,S4,,1.53,0.74,0.25,0.12,0.33,0.16,4.07,2.33,,0.19,0.09,0.81,0.44,0.00,0.01,0.02,0.02,,0.00,0.01,0.01,,0.04,0.40,0.11,2.21,2.33,0.08,0.003,0.084,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,K8P2,,27-Mar-13,5.29,,S4,,,0.35,,0.06,,0.00,,1.24,,,0.04,,0.21,,0.01,,0.02,,,,,,0.04,0.45,0.08,2.95,2.19,0.11,0.003,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,K8P2,,1-Apr-13,5.39,,S4,,,0.74,,0.14,,0.10,,2.78,,,0.07,,0.53,,0.01,,0.02,,,,,,0.03,0.38,0.07,2.43,1.88,0.08,0.003,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,K8P2,,11-Apr-13,,,S4,,,0.78,,0.16,,0.13,,2.44,,,0.15,,0.57,,0.01,,0.02,,,,,,0.03,0.39,0.07,2.58,1.83,0.08,0.003,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,K8P2,,27-Jun-13,5.37,,S4,,0.69,,0.13,,0.16,,1.58,,,0.11,,0.53,,0.00,,0.01,,,0.00,0.01,0.01,,0.03,0.41,0.00,1.72,2.32,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,K8P2,,28-Jun-13,5.40,,S4,,0.70,,0.13,,0.15,,1.67,,,0.11,,0.55,,0.00,,0.01,,,0.00,0.01,0.01,,0.02,0.39,0.00,1.62,2.55,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,K8P2,,3-Sep-13,6.04,,S4,,,0.92,,0.13,,0.09,,1.94,,,0.10,,0.70,,0.01,,0.02,,,,,,0.04,0.37,0.01,1.66,2.77,0.10,0.003,0.055,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,K8P2,14:25,7-Nov-13,5.38,,S4,,,0.62,,0.08,,0.15,,1.92,,,0.07,,0.43,,0.01,,0.02,,,,,,0.04,0.29,0.00,1.23,3.01,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,K8P2,,4-Jun-14,5.58,,S4,,,0.80,,0.16,,0.14,,2.30,,,0.10,,0.70,,0.01,,0.02,,,,,,0.04,0.57,0.00,2.14,2.10,0.10,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,K8P2,,5-Jun-14,5.44,,S4,,,0.87,,0.15,,0.14,,2.24,,,0.11,,0.70,,0.01,,0.02,,,,,,0.08,0.65,0.00,2.15,2.05,0.11,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,K8P2,,13-Jun-14,5.40,,S4,,,0.88,,0.15,,0.14,,1.98,,,0.09,,0.63,,0.01,,0.02,,,,,,0.03,0.67,0.00,2.15,2.10,0.08,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,K8P2,,14-Jun-14,5.53,,S4,,,1.04,,0.15,,0.15,,1.99,,,0.10,,0.64,,0.01,,0.02,,,,,,,0.94,0.00,2.02,2.17,0.07,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2559,K8P2,,16-Jun-14,5.6,,S4,,,0.84,,0.14,,0.15,,1.99,,,0.09,,0.71,,0.01,,0.02,,,,,,0.08,0.74,0.00,2.06,2.20,0.10,0.003,0.060,0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,K8P2,13:45,16-Jul-14,5.66,,S4,,,0.99,,0.15,,0.15,,1.77,,,0.06,,0.75,,0.01,,0.02,,,,,,0.04,0.54,0.00,2.33,2.31,0.11,0.003,0.046,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672,K8P2,10:30,23-Sep-14,5.63,,S4,,,0.86,,0.10,,0.15,,1.31,,,0.01,,0.61,,0.01,,0.02,,,,,,0.04,0.47,0.01,2.25,2.28,0.08,0.004,0.075,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,D1P1,13:00,11-Mar-13,4.86,200 ml,S5,,0.85,0.75,0.13,0.12,0.36,0.32,2.75,2.68,,0.09,0.07,0.35,0.35,0.00,0.01,0.04,0.02,,0.00,0.00,0.01,,0.09,0.46,0.36,2.91,3.37,0.19,0.003,0.196,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,D1P1,14:30,13-Mar-13,4.86,300 ml,S5,,0.69,0.72,0.13,0.14,0.37,0.39,1.95,2.38,,0.10,0.11,0.55,0.40,0.00,0.01,0.02,0.02,,0.00,0.00,0.01,,0.06,0.57,1.93,2.10,2.94,0.56,0.003,0.278,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,D1P1,,27-Mar-13,4.89,,S5,,,0.60,,0.12,,0.28,,2.23,,,0.12,,0.30,,0.01,,0.02,,,,,,0.04,0.50,0.44,2.73,3.62,0.25,0.003,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,D1P1,,1-Apr-13,4.86,,S5,,,0.70,,0.13,,0.39,,2.49,,,0.14,,0.35,,0.01,,0.02,,,,,,0.05,0.60,0.58,2.13,3.60,0.25,0.003,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,D1P1,,3-Sep-13,4.77,,S5,,,1.21,,0.16,,0.39,,1.94,,,0.10,,0.58,,0.01,,0.07,,,,,,0.05,0.44,2.54,1.84,4.98,0.78,0.003,0.221,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,D1P1,13:50,7-Nov-13,4.74,,S5,,,1.15,,0.14,,0.44,,2.22,,,0.07,,0.55,,0.01,,0.02,,,,,,0.05,0.62,3.81,1.30,3.76,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2426,D1P1,,4-Jun-14,4.93,,S5,,,0.73,,0.13,,0.32,,2.26,,,0.19,,0.39,,0.01,,0.02,,,,,,0.03,0.53,0.78,2.37,3.61,0.32,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,D1P1,,5-Jun-14,4.75,,S5,,,0.74,,0.13,,0.35,,2.25,,,0.18,,0.37,,0.01,,0.02,,,,,,0.05,0.54,0.63,2.46,3.76,0.31,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,D1P1,,13-Jun-14,4.78,,S5,,,0.77,,0.13,,0.39,,1.77,,,0.14,,0.37,,0.01,,0.02,,,,,,0.05,0.72,0.45,2.31,3.98,0.23,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,D1P1,,14-Jun-14,4.83,,S5,,,0.75,,0.14,,0.39,,1.40,,,0.13,,0.36,,0.01,,0.02,,,,,,0.05,0.68,0.80,2.13,4.05,0.29,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,D1P1,,16-Jun-14,4.7,,S5,,,0.73,,0.12,,0.42,,1.73,,,0.12,,0.36,,0.01,,0.02,,,,,,0.09,0.62,0.76,2.20,4.15,0.30,0.003,0.269,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2593,D1P1,11:15,16-Jul-14,4.77,,S5,,,0.67,,0.10,,0.43,,1.74,,,0.07,,0.36,,0.01,,0.05,,,,,,0.05,0.45,0.22,2.36,4.92,0.22,0.003,0.287,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,D1P2,13:00,11-Mar-13,4.94,100 ml,S5,,0.79,0.79,0.16,0.16,0.20,0.20,2.40,2.61,,0.06,0.05,0.41,0.46,0.00,0.01,0.03,0.02,,0.00,0.00,0.01,,0.11,0.46,0.60,3.08,2.24,0.21,0.003,0.137,0.040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
